"t","SARA_Accel_X_010","SARA_Accel_Y_010"
1.149195256,0.0599999999999454,0
1.15919555,0.120000000000005,0.0599999999999454
1.169195844,0.159999999999968,0.0800000000000409
1.179196119,0.17999999999995,0.0800000000000409
1.189196413,0.139999999999986,0.0199999999999818
1.199196707,0.100000000000023,-0.0199999999999818
1.209197021,0.0399999999999636,-0.0599999999999454
1.219197315,0.0399999999999636,-0.0399999999999636
1.229197609,0.100000000000023,0.0199999999999818
1.239197942,0.17999999999995,0.0800000000000409
1.249198256,0.220000000000027,0.100000000000023
1.25919855,0.200000000000045,0.0199999999999818
1.269198844,0.139999999999986,-0.0399999999999636
1.279199157,0.0800000000000409,-0.0800000000000409
1.289199471,0.0399999999999636,-0.0800000000000409
1.299199784,0.0599999999999454,-0.0399999999999636
1.309200079,0.120000000000005,0
1.319200372,0.200000000000045,0.0199999999999818
1.329200647,0.240000000000009,0.0199999999999818
1.33920098,0.200000000000045,0
1.349201274,0.120000000000005,-0.0599999999999454
1.359201606,0.0599999999999454,-0.120000000000005
1.369201881,0.0599999999999454,-0.139999999999986
1.379202176,0.120000000000005,-0.100000000000023
1.389202489,0.17999999999995,-0.0599999999999454
1.399202783,0.200000000000045,-0.0399999999999636
1.409203078,0.17999999999995,-0.0800000000000409
1.419203372,0.120000000000005,-0.120000000000005
1.429203685,0.0599999999999454,-0.17999999999995
1.439204018,0.0399999999999636,-0.200000000000045
1.449204312,0.0599999999999454,-0.159999999999968
1.459204606,0.139999999999986,-0.100000000000023
1.469204881,0.220000000000027,-0.0800000000000409
1.479205214,0.220000000000027,-0.120000000000005
1.489205528,0.200000000000045,-0.159999999999968
1.499205841,0.139999999999986,-0.200000000000045
1.509206097,0.120000000000005,-0.200000000000045
1.519206391,0.120000000000005,-0.159999999999968
1.529206705,0.139999999999986,-0.139999999999986
1.539207018,0.159999999999968,-0.139999999999986
1.549207293,0.139999999999986,-0.159999999999968
1.559207586,0.100000000000023,-0.200000000000045
1.56920788,0.0599999999999454,-0.200000000000045
1.579208194,0.0599999999999454,-0.200000000000045
1.589208469,0.100000000000023,-0.200000000000045
1.599208763,0.17999999999995,-0.17999999999995
1.609209038,0.240000000000009,-0.139999999999986
1.619209352,0.240000000000009,-0.120000000000005
1.629209646,0.200000000000045,-0.139999999999986
1.63920994,0.100000000000023,-0.200000000000045
1.649210215,0.0399999999999636,-0.220000000000027
1.659210509,0.0199999999999818,-0.220000000000027
1.669210804,0.0800000000000409,-0.200000000000045
1.679211117,0.139999999999986,-0.17999999999995
1.689211411,0.17999999999995,-0.159999999999968
1.699211686,0.159999999999968,-0.159999999999968
1.70921198,0.139999999999986,-0.159999999999968
1.719212294,0.100000000000023,-0.159999999999968
1.729212607,0.100000000000023,-0.159999999999968
1.739212902,0.120000000000005,-0.159999999999968
1.749213196,0.139999999999986,-0.159999999999968
1.759213509,0.17999999999995,-0.17999999999995
1.769213823,0.159999999999968,-0.220000000000027
1.779214136,0.100000000000023,-0.240000000000009
1.789214429,0.0599999999999454,-0.259999999999991
1.799214685,0.0599999999999454,-0.240000000000009
1.809215005,0.100000000000023,-0.200000000000045
1.819215235,0.159999999999968,-0.139999999999986
1.829215485,0.17999999999995,-0.100000000000023
1.839215696,0.159999999999968,-0.0800000000000409
1.849215926,0.100000000000023,-0.100000000000023
1.859216195,0.0399999999999636,-0.159999999999968
1.869216444,0.0399999999999636,-0.220000000000027
1.879216674,0.0800000000000409,-0.240000000000009
1.889216905,0.159999999999968,-0.240000000000009
1.899217173,0.220000000000027,-0.200000000000045
1.909217423,0.220000000000027,-0.159999999999968
1.919217653,0.159999999999968,-0.120000000000005
1.929217883,0.0599999999999454,-0.120000000000005
1.939218114,0.0199999999999818,-0.139999999999986
1.949218363,0.0399999999999636,-0.159999999999968
1.959218632,0.120000000000005,-0.159999999999968
1.969218843,0.17999999999995,-0.120000000000005
1.979219092,0.200000000000045,-0.100000000000023
1.989219303,0.159999999999968,-0.100000000000023
1.999219572,0.100000000000023,-0.120000000000005
2.009219783,0.100000000000023,-0.120000000000005
2.019220052,0.0599999999999454,-0.139999999999986
2.029220224,0.0800000000000409,-0.139999999999986
2.039220474,0.120000000000005,-0.100000000000023
2.049220685,0.120000000000005,-0.100000000000023
2.059220934,0.159999999999968,-0.0599999999999454
2.069221126,0.100000000000023,-0.0800000000000409
2.079221375,0.0599999999999454,-0.0800000000000409
2.089221586,0.0599999999999454,-0.0800000000000409
2.099221873,0.0399999999999636,-0.0800000000000409
2.109222046,0.159999999999968,-0.100000000000023
2.119222295,0.200000000000045,-0.100000000000023
2.129222468,0.17999999999995,-0.0599999999999454
2.139222756,0.159999999999968,-0.0199999999999818
2.149222967,0.120000000000005,-0.0199999999999818
2.159223216,0.0800000000000409,-0.0399999999999636
2.169223408,0.0599999999999454,-0.100000000000023
2.179223657,0.0599999999999454,-0.0800000000000409
2.189223868,0.0800000000000409,-0.0199999999999818
2.199224156,0.120000000000005,0
2.209224348,0.139999999999986,0.0199999999999818
2.219224597,0.139999999999986,0
2.229224847,0.139999999999986,-0.0399999999999636
2.239225116,0.159999999999968,-0.0399999999999636
2.249225327,0.159999999999968,-0.0199999999999818
2.259225576,0.159999999999968,-0.0199999999999818
2.269225787,0.139999999999986,-0.0399999999999636
2.279226075,0.120000000000005,-0.0399999999999636
2.289226305,0.0800000000000409,-0.0399999999999636
2.299226555,0.0599999999999454,-0.0199999999999818
2.309226766,0.0599999999999454,-0.0399999999999636
2.319226996,0.0800000000000409,-0.0399999999999636
2.329227245,0.139999999999986,-0.0199999999999818
2.339227514,0.17999999999995,0.0199999999999818
2.349227744,0.200000000000045,0.0399999999999636
2.359227975,0.17999999999995,0.0399999999999636
